Gender,Risk_Class,Issue_Age,Policy_Year,Rate
M,NS,84,22,420.09
M,NS,84,23,438.4
M,NS,84,24,455.01
M,NS,84,25,469.56
M,NS,84,26,481.7
M,NS,84,27,491.07
M,NS,84,28,497.31
M,NS,84,29,500
M,NS,84,30,500
M,NS,84,31,500
M,NS,84,32,500
M,NS,84,33,500
M,NS,84,34,500
M,NS,84,35,500
M,NS,84,36,500
M,NS,84,37,500
M,NS,85,1,10.25
M,NS,85,2,18.42
M,NS,85,3,36.78
M,NS,85,4,56.17
M,NS,85,5,75.65
M,NS,85,6,100.97
M,NS,85,7,133.91
M,NS,85,8,167.51
M,NS,85,9,190.25
M,NS,85,10,203.94
M,NS,85,11,218.45
M,NS,85,12,235.54
M,NS,85,13,253.92
M,NS,85,14,273.64
M,NS,85,15,294.31
M,NS,85,16,315.52
M,NS,85,17,336.99
M,NS,85,18,358.54
M,NS,85,19,379.81
M,NS,85,20,400.44
M,NS,85,21,420.09
M,NS,85,22,438.4
M,NS,85,23,455.01
M,NS,85,24,469.56
M,NS,85,25,481.7
M,NS,85,26,491.07
M,NS,85,27,497.31
M,NS,85,28,500
M,NS,85,29,500
M,NS,85,30,500
M,NS,85,31,500
M,NS,85,32,500
M,NS,85,33,500
M,NS,85,34,500
M,NS,85,35,500
M,NS,85,36,500
M,NS,86,1,12.32
M,NS,86,2,22.63
M,NS,86,3,46.13
M,NS,86,4,71.55
M,NS,86,5,97.66
M,NS,86,6,129.69
M,NS,86,7,165.42
M,NS,86,8,190.25
M,NS,86,9,203.94
M,NS,86,10,218.45
M,NS,86,11,235.54
M,NS,86,12,253.92
M,NS,86,13,273.64
M,NS,86,14,294.31
M,NS,86,15,315.52
M,NS,86,16,336.99
M,NS,86,17,358.54
M,NS,86,18,379.81
M,NS,86,19,400.44
M,NS,86,20,420.09
M,NS,86,21,438.4
M,NS,86,22,455.01
M,NS,86,23,469.56
M,NS,86,24,481.7
M,NS,86,25,491.07
M,NS,86,26,497.31
M,NS,86,27,500
M,NS,86,28,500
M,NS,86,29,500
M,NS,86,30,500
M,NS,86,31,500
M,NS,86,32,500
M,NS,86,33,500
M,NS,86,34,500
M,NS,86,35,500
M,NS,87,1,14.55
M,NS,87,2,27.5
M,NS,87,3,57.18
M,NS,87,4,90.24
M,NS,87,5,124.3
M,NS,87,6,163.4
M,NS,87,7,190.25
M,NS,87,8,203.94
M,NS,87,9,218.45
M,NS,87,10,235.54
M,NS,87,11,253.92
M,NS,87,12,273.64
M,NS,87,13,294.31
M,NS,87,14,315.52
M,NS,87,15,336.99
M,NS,87,16,358.54
M,NS,87,17,379.81
M,NS,87,18,400.44
M,NS,87,19,420.09
M,NS,87,20,438.4
M,NS,87,21,455.01
M,NS,87,22,469.56
M,NS,87,23,481.7
M,NS,87,24,491.07
M,NS,87,25,497.31
M,NS,87,26,500
M,NS,87,27,500
M,NS,87,28,500
M,NS,87,29,500
M,NS,87,30,500
M,NS,87,31,500
M,NS,87,32,500
M,NS,87,33,500
M,NS,87,34,500
M,NS,88,1,16.83
M,NS,88,2,32.62
M,NS,88,3,69.54
M,NS,88,4,111.42
M,NS,88,5,153.75
M,NS,88,6,190.25
M,NS,88,7,203.94
M,NS,88,8,218.45
M,NS,88,9,235.54
M,NS,88,10,253.92
M,NS,88,11,273.64
M,NS,88,12,294.31
M,NS,88,13,315.52
M,NS,88,14,336.99
M,NS,88,15,358.54
M,NS,88,16,379.81
M,NS,88,17,400.44
M,NS,88,18,420.09
M,NS,88,19,438.4
M,NS,88,20,455.01
M,NS,88,21,469.56
M,NS,88,22,481.7
M,NS,88,23,491.07
M,NS,88,24,497.31
M,NS,88,25,500
M,NS,88,26,500
M,NS,88,27,500
M,NS,88,28,500
M,NS,88,29,500
M,NS,88,30,500
M,NS,88,31,500
M,NS,88,32,500
M,NS,88,33,500
M,NS,89,1,19.34
M,NS,89,2,38.13
M,NS,89,3,83.5
M,NS,89,4,136.22
M,NS,89,5,182.9
M,NS,89,6,203.94
M,NS,89,7,218.45
M,NS,89,8,235.54
M,NS,89,9,253.92
M,NS,89,10,273.64
M,NS,89,11,294.31
M,NS,89,12,315.52
M,NS,89,13,336.99
M,NS,89,14,358.54
M,NS,89,15,379.81
M,NS,89,16,400.44
M,NS,89,17,420.09
M,NS,89,18,438.4
M,NS,89,19,455.01
M,NS,89,20,469.56
M,NS,89,21,481.7
M,NS,89,22,491.07
M,NS,89,23,497.31
M,NS,89,24,500
M,NS,89,25,500
M,NS,89,26,500
M,NS,89,27,500
M,NS,89,28,500
M,NS,89,29,500
M,NS,89,30,500
M,NS,89,31,500
M,NS,89,32,500
M,NS,90,1,23.37
M,NS,90,2,52.47
M,NS,90,3,113.46
M,NS,90,4,172.67
M,NS,90,5,203.94
M,NS,90,6,218.45
M,NS,90,7,235.54
M,NS,90,8,253.92
M,NS,90,9,273.64
M,NS,90,10,294.31
M,NS,90,11,315.52
M,NS,90,12,336.99
M,NS,90,13,358.54
M,NS,90,14,379.81
M,NS,90,15,400.44
M,NS,90,16,420.09
M,NS,90,17,438.4
M,NS,90,18,455.01
M,NS,90,19,469.56
M,NS,90,20,481.7
M,NS,90,21,491.07
M,NS,90,22,497.31
M,NS,90,23,500
M,NS,90,24,500
M,NS,90,25,500
M,NS,90,26,500
M,NS,90,27,500
M,NS,90,28,500
M,NS,90,29,500
M,NS,90,30,500
M,NS,90,31,500
M,NS,91,1,31.59
M,NS,91,2,79.88
M,NS,91,3,165.78
M,NS,91,4,203.94
M,NS,91,5,218.45
M,NS,91,6,235.54
M,NS,91,7,253.92
M,NS,91,8,273.64
M,NS,91,9,294.31
M,NS,91,10,315.52
M,NS,91,11,336.99
M,NS,91,12,358.54
M,NS,91,13,379.81
M,NS,91,14,400.44
M,NS,91,15,420.09
M,NS,91,16,438.4
M,NS,91,17,455.01
M,NS,91,18,469.56
M,NS,91,19,481.7
M,NS,91,20,491.07
M,NS,91,21,497.31
M,NS,91,22,500
M,NS,91,23,500
M,NS,91,24,500
M,NS,91,25,500
M,NS,91,26,500
M,NS,91,27,500
M,NS,91,28,500
M,NS,91,29,500
M,NS,91,30,500
M,NS,92,1,46.1
M,NS,92,2,117.11
M,NS,92,3,203.94
M,NS,92,4,218.45
M,NS,92,5,235.54
M,NS,92,6,253.92
M,NS,92,7,273.64
M,NS,92,8,294.31
M,NS,92,9,315.52
M,NS,92,10,336.99
M,NS,92,11,358.54
M,NS,92,12,379.81
M,NS,92,13,400.44
M,NS,92,14,420.09
M,NS,92,15,438.4
M,NS,92,16,455.01
M,NS,92,17,469.56
M,NS,92,18,481.7
M,NS,92,19,491.07
M,NS,92,20,497.31
M,NS,92,21,500
M,NS,92,22,500
M,NS,92,23,500
M,NS,92,24,500
M,NS,92,25,500
M,NS,92,26,500
M,NS,92,27,500
M,NS,92,28,500
M,NS,92,29,500
M,NS,93,1,68.04
M,NS,93,2,150.88
M,NS,93,3,218.45
M,NS,93,4,235.54
M,NS,93,5,253.92
M,NS,93,6,273.64
M,NS,93,7,294.31
M,NS,93,8,315.52
M,NS,93,9,336.99
M,NS,93,10,358.54
M,NS,93,11,379.81
M,NS,93,12,400.44
M,NS,93,13,420.09
M,NS,93,14,438.4
M,NS,93,15,455.01
M,NS,93,16,469.56
M,NS,93,17,481.7
M,NS,93,18,491.07
M,NS,93,19,497.31
M,NS,93,20,500
M,NS,93,21,500
M,NS,93,22,500
M,NS,93,23,500
M,NS,93,24,500
M,NS,93,25,500
M,NS,93,26,500
M,NS,93,27,500
M,NS,93,28,500
M,NS,94,1,98.17
M,NS,94,2,192.89
M,NS,94,3,235.54
M,NS,94,4,253.92
M,NS,94,5,273.64
M,NS,94,6,294.31
M,NS,94,7,315.52
M,NS,94,8,336.99
M,NS,94,9,358.54
M,NS,94,10,379.81
M,NS,94,11,400.44
M,NS,94,12,420.09
M,NS,94,13,438.4
M,NS,94,14,455.01
M,NS,94,15,469.56
M,NS,94,16,481.7
M,NS,94,17,491.07
M,NS,94,18,497.31
M,NS,94,19,500
M,NS,94,20,500
M,NS,94,21,500
M,NS,94,22,500
M,NS,94,23,500
M,NS,94,24,500
M,NS,94,25,500
M,NS,94,26,500
M,NS,94,27,500
M,NS,95,1,137.03
M,NS,95,2,235.54
M,NS,95,3,253.92
M,NS,95,4,273.64
M,NS,95,5,294.31
M,NS,95,6,315.52
M,NS,95,7,336.99
M,NS,95,8,358.54
M,NS,95,9,379.81
M,NS,95,10,400.44
M,NS,95,11,420.09
M,NS,95,12,438.4
M,NS,95,13,455.01
M,NS,95,14,469.56
M,NS,95,15,481.7
M,NS,95,16,491.07
M,NS,95,17,497.31
M,NS,95,18,500
M,NS,95,19,500
M,NS,95,20,500
M,NS,95,21,500
M,NS,95,22,500
M,NS,95,23,500
M,NS,95,24,500
M,NS,95,25,500
M,NS,95,26,500
M,SM,18,1,0.67
M,SM,18,2,0.7
M,SM,18,3,0.72
M,SM,18,4,0.75
M,SM,18,5,0.78
M,SM,18,6,0.8
M,SM,18,7,0.83
M,SM,18,8,0.85
M,SM,18,9,0.84
M,SM,18,10,0.83
M,SM,18,11,0.82
M,SM,18,12,0.82
M,SM,18,13,0.84
M,SM,18,14,0.88
M,SM,18,15,0.95
M,SM,18,16,1.02
M,SM,18,17,1.1
M,SM,18,18,1.19
M,SM,18,19,1.3
M,SM,18,20,1.42
M,SM,18,21,1.58
M,SM,18,22,1.79
M,SM,18,23,2.01
M,SM,18,24,2.24
M,SM,18,25,2.46
M,SM,18,26,2.65
M,SM,18,27,2.79
M,SM,18,28,2.94
M,SM,18,29,3.13
M,SM,18,30,3.34
M,SM,18,31,3.57
M,SM,18,32,3.83
M,SM,18,33,4.13
M,SM,18,34,4.47
M,SM,18,35,4.86
M,SM,18,36,5.28
M,SM,18,37,5.77
M,SM,18,38,6.32
M,SM,18,39,6.94
M,SM,18,40,7.65
M,SM,18,41,8.46
M,SM,18,42,9.39
M,SM,18,43,10.45
M,SM,18,44,11.66
M,SM,18,45,13.03
M,SM,18,46,14.53
M,SM,18,47,16.18
M,SM,18,48,17.98
M,SM,18,49,19.89
M,SM,18,50,21.9
M,SM,18,51,24.05
M,SM,18,52,26.41
M,SM,18,53,29.08
M,SM,18,54,32.11
M,SM,18,55,35.47
M,SM,18,56,39.08
M,SM,18,57,42.83
M,SM,18,58,46.6
M,SM,18,59,50.33
M,SM,18,60,54.04
M,SM,18,61,57.84
M,SM,18,62,61.88
M,SM,18,63,66.27
M,SM,18,64,70.94
M,SM,18,65,76.84
M,SM,18,66,84.42
M,SM,18,67,93.03
M,SM,18,68,102.79
M,SM,18,69,113.76
M,SM,18,70,125.86
M,SM,18,71,138.82
M,SM,18,72,152.25
M,SM,18,73,165.84
M,SM,18,74,179.17
M,SM,18,75,192.04
M,SM,18,76,204.12
M,SM,18,77,214.85
M,SM,18,78,226.52
M,SM,18,79,241.13
M,SM,18,80,257.32
M,SM,18,81,275.3
M,SM,18,82,294.79
M,SM,18,83,315.52
M,SM,18,84,336.99
M,SM,18,85,358.54
M,SM,18,86,379.81
M,SM,18,87,400.44
M,SM,18,88,420.09
M,SM,18,89,438.4
M,SM,18,90,455.01
M,SM,18,91,469.56
M,SM,18,92,481.7
M,SM,18,93,491.07
M,SM,18,94,497.31
M,SM,18,95,500
M,SM,18,96,500
M,SM,18,97,500
M,SM,18,98,500
M,SM,18,99,500
M,SM,18,100,500
M,SM,18,101,500
M,SM,18,102,500
M,SM,18,103,500
M,SM,19,1,0.64
M,SM,19,2,0.66
M,SM,19,3,0.69
M,SM,19,4,0.71
M,SM,19,5,0.73
M,SM,19,6,0.76
M,SM,19,7,0.78
M,SM,19,8,0.78
M,SM,19,9,0.78
M,SM,19,10,0.78
M,SM,19,11,0.78
M,SM,19,12,0.8
M,SM,19,13,0.85
M,SM,19,14,0.91
M,SM,19,15,0.98
M,SM,19,16,1.06
M,SM,19,17,1.15
M,SM,19,18,1.25
M,SM,19,19,1.4
M,SM,19,20,1.57
M,SM,19,21,1.77
M,SM,19,22,2
M,SM,19,23,2.23
M,SM,19,24,2.44
M,SM,19,25,2.63
M,SM,19,26,2.79
M,SM,19,27,2.94
M,SM,19,28,3.13
M,SM,19,29,3.34
M,SM,19,30,3.57
M,SM,19,31,3.83
M,SM,19,32,4.13
M,SM,19,33,4.47
M,SM,19,34,4.86
M,SM,19,35,5.28
M,SM,19,36,5.77
M,SM,19,37,6.32
M,SM,19,38,6.94
M,SM,19,39,7.65
M,SM,19,40,8.46
M,SM,19,41,9.39
M,SM,19,42,10.45
M,SM,19,43,11.66
M,SM,19,44,13.03
M,SM,19,45,14.53
M,SM,19,46,16.18
M,SM,19,47,17.98
M,SM,19,48,19.89
M,SM,19,49,21.9
M,SM,19,50,24.05
M,SM,19,51,26.41
M,SM,19,52,29.08
M,SM,19,53,32.11
M,SM,19,54,35.47
M,SM,19,55,39.08
M,SM,19,56,42.83
M,SM,19,57,46.6
M,SM,19,58,50.33
M,SM,19,59,54.04
M,SM,19,60,57.84
M,SM,19,61,61.88
M,SM,19,62,66.27
M,SM,19,63,70.94
M,SM,19,64,76.84
M,SM,19,65,84.42
M,SM,19,66,93.03
M,SM,19,67,102.79
M,SM,19,68,113.76
M,SM,19,69,125.86
M,SM,19,70,138.82
M,SM,19,71,152.25
M,SM,19,72,165.84
M,SM,19,73,179.17
M,SM,19,74,192.04
M,SM,19,75,204.12
M,SM,19,76,214.85
M,SM,19,77,226.52
M,SM,19,78,241.13
M,SM,19,79,257.32
M,SM,19,80,275.3
M,SM,19,81,294.79
M,SM,19,82,315.52
M,SM,19,83,336.99
M,SM,19,84,358.54
M,SM,19,85,379.81
M,SM,19,86,400.44
M,SM,19,87,420.09
M,SM,19,88,438.4
M,SM,19,89,455.01
M,SM,19,90,469.56
M,SM,19,91,481.7
M,SM,19,92,491.07
M,SM,19,93,497.31
M,SM,19,94,500
M,SM,19,95,500
M,SM,19,96,500
M,SM,19,97,500
M,SM,19,98,500
M,SM,19,99,500
M,SM,19,100,500
M,SM,19,101,500
M,SM,19,102,500
M,SM,20,1,0.6
M,SM,20,2,0.63
M,SM,20,3,0.65
M,SM,20,4,0.67
M,SM,20,5,0.69
M,SM,20,6,0.71
M,SM,20,7,0.73
M,SM,20,8,0.73
M,SM,20,9,0.73
M,SM,20,10,0.74
M,SM,20,11,0.76
M,SM,20,12,0.81
M,SM,20,13,0.87
M,SM,20,14,0.95
M,SM,20,15,1.03
M,SM,20,16,1.11
M,SM,20,17,1.21
M,SM,20,18,1.37
M,SM,20,19,1.56
M,SM,20,20,1.76
M,SM,20,21,1.98
M,SM,20,22,2.21
M,SM,20,23,2.43
M,SM,20,24,2.61
M,SM,20,25,2.77
M,SM,20,26,2.94
M,SM,20,27,3.13
M,SM,20,28,3.34
M,SM,20,29,3.57
M,SM,20,30,3.83
M,SM,20,31,4.13
M,SM,20,32,4.47
M,SM,20,33,4.86
M,SM,20,34,5.28
M,SM,20,35,5.77
M,SM,20,36,6.32
M,SM,20,37,6.94
M,SM,20,38,7.65
M,SM,20,39,8.46
M,SM,20,40,9.39
M,SM,20,41,10.45
M,SM,20,42,11.66
M,SM,20,43,13.03
M,SM,20,44,14.53
M,SM,20,45,16.18
M,SM,20,46,17.98
M,SM,20,47,19.89
M,SM,20,48,21.9
M,SM,20,49,24.05
M,SM,20,50,26.41
M,SM,20,51,29.08
M,SM,20,52,32.11
M,SM,20,53,35.47
M,SM,20,54,39.08
M,SM,20,55,42.83
M,SM,20,56,46.6
M,SM,20,57,50.33
M,SM,20,58,54.04
M,SM,20,59,57.84
M,SM,20,60,61.88
M,SM,20,61,66.27
M,SM,20,62,70.94
M,SM,20,63,76.84
M,SM,20,64,84.42
M,SM,20,65,93.03
M,SM,20,66,102.79
M,SM,20,67,113.76
M,SM,20,68,125.86
M,SM,20,69,138.82
M,SM,20,70,152.25
M,SM,20,71,165.84
M,SM,20,72,179.17
M,SM,20,73,192.04
M,SM,20,74,204.12
M,SM,20,75,214.85
M,SM,20,76,226.52
M,SM,20,77,241.13
M,SM,20,78,257.32
M,SM,20,79,275.3
M,SM,20,80,294.79
M,SM,20,81,315.52
M,SM,20,82,336.99
M,SM,20,83,358.54
M,SM,20,84,379.81
M,SM,20,85,400.44
M,SM,20,86,420.09
M,SM,20,87,438.4
M,SM,20,88,455.01
M,SM,20,89,469.56
M,SM,20,90,481.7
M,SM,20,91,491.07
M,SM,20,92,497.31
M,SM,20,93,500
M,SM,20,94,500
M,SM,20,95,500
M,SM,20,96,500
M,SM,20,97,500
M,SM,20,98,500
M,SM,20,99,500
M,SM,20,100,500
M,SM,20,101,500
M,SM,21,1,0.56
M,SM,21,2,0.58
M,SM,21,3,0.6
M,SM,21,4,0.62
M,SM,21,5,0.64
M,SM,21,6,0.67
M,SM,21,7,0.68
M,SM,21,8,0.68
M,SM,21,9,0.7
M,SM,21,10,0.72
M,SM,21,11,0.77
M,SM,21,12,0.84
M,SM,21,13,0.91
M,SM,21,14,0.99
M,SM,21,15,1.08
M,SM,21,16,1.17
M,SM,21,17,1.34
M,SM,21,18,1.54
M,SM,21,19,1.74
M,SM,21,20,1.96
M,SM,21,21,2.2
M,SM,21,22,2.41
M,SM,21,23,2.6
M,SM,21,24,2.75
M,SM,21,25,2.92
M,SM,21,26,3.13
M,SM,21,27,3.34
M,SM,21,28,3.57
M,SM,21,29,3.83
M,SM,21,30,4.13
M,SM,21,31,4.47
M,SM,21,32,4.86
M,SM,21,33,5.28
M,SM,21,34,5.77
M,SM,21,35,6.32
M,SM,21,36,6.94
M,SM,21,37,7.65
M,SM,21,38,8.46
M,SM,21,39,9.39
M,SM,21,40,10.45
M,SM,21,41,11.66
M,SM,21,42,13.03
M,SM,21,43,14.53
M,SM,21,44,16.18
M,SM,21,45,17.98
M,SM,21,46,19.89
M,SM,21,47,21.9
M,SM,21,48,24.05
M,SM,21,49,26.41
M,SM,21,50,29.08
M,SM,21,51,32.11
M,SM,21,52,35.47
M,SM,21,53,39.08
M,SM,21,54,42.83
M,SM,21,55,46.6
M,SM,21,56,50.33
M,SM,21,57,54.04
M,SM,21,58,57.84
M,SM,21,59,61.88
M,SM,21,60,66.27
M,SM,21,61,70.94
M,SM,21,62,76.84
M,SM,21,63,84.42
M,SM,21,64,93.03
M,SM,21,65,102.79
M,SM,21,66,113.76
M,SM,21,67,125.86
M,SM,21,68,138.82
M,SM,21,69,152.25
M,SM,21,70,165.84
M,SM,21,71,179.17
M,SM,21,72,192.04
M,SM,21,73,204.12
M,SM,21,74,214.85
M,SM,21,75,226.52
M,SM,21,76,241.13
M,SM,21,77,257.32
M,SM,21,78,275.3
M,SM,21,79,294.79
M,SM,21,80,315.52
M,SM,21,81,336.99
M,SM,21,82,358.54
M,SM,21,83,379.81
M,SM,21,84,400.44
M,SM,21,85,420.09
M,SM,21,86,438.4
M,SM,21,87,455.01
M,SM,21,88,469.56
M,SM,21,89,481.7
M,SM,21,90,491.07
M,SM,21,91,497.31
M,SM,21,92,500
M,SM,21,93,500
M,SM,21,94,500
M,SM,21,95,500
M,SM,21,96,500
M,SM,21,97,500
M,SM,21,98,500
M,SM,21,99,500
M,SM,21,100,500
M,SM,22,1,0.52
M,SM,22,2,0.53
M,SM,22,3,0.54
M,SM,22,4,0.58
M,SM,22,5,0.61
M,SM,22,6,0.63
M,SM,22,7,0.64
M,SM,22,8,0.65
M,SM,22,9,0.69
M,SM,22,10,0.74
M,SM,22,11,0.8
M,SM,22,12,0.87
M,SM,22,13,0.95
M,SM,22,14,1.04
M,SM,22,15,1.14
M,SM,22,16,1.31
M,SM,22,17,1.52
M,SM,22,18,1.72
M,SM,22,19,1.94
M,SM,22,20,2.18
M,SM,22,21,2.4
M,SM,22,22,2.58
M,SM,22,23,2.74
M,SM,22,24,2.91
M,SM,22,25,3.12
M,SM,22,26,3.34
M,SM,22,27,3.57
M,SM,22,28,3.83
M,SM,22,29,4.13
M,SM,22,30,4.47
M,SM,22,31,4.86
M,SM,22,32,5.28
M,SM,22,33,5.77
M,SM,22,34,6.32
M,SM,22,35,6.94
M,SM,22,36,7.65
M,SM,22,37,8.46
M,SM,22,38,9.39
M,SM,22,39,10.45
M,SM,22,40,11.66
M,SM,22,41,13.03
M,SM,22,42,14.53
M,SM,22,43,16.18
M,SM,22,44,17.98
M,SM,22,45,19.89
M,SM,22,46,21.9
M,SM,22,47,24.05
M,SM,22,48,26.41
M,SM,22,49,29.08
M,SM,22,50,32.11
M,SM,22,51,35.47
M,SM,22,52,39.08
M,SM,22,53,42.83
M,SM,22,54,46.6
M,SM,22,55,50.33
M,SM,22,56,54.04
M,SM,22,57,57.84
M,SM,22,58,61.88
M,SM,22,59,66.27
M,SM,22,60,70.94
M,SM,22,61,76.84
M,SM,22,62,84.42
M,SM,22,63,93.03
M,SM,22,64,102.79
M,SM,22,65,113.76
M,SM,22,66,125.86
M,SM,22,67,138.82
M,SM,22,68,152.25
M,SM,22,69,165.84
M,SM,22,70,179.17
M,SM,22,71,192.04
M,SM,22,72,204.12
M,SM,22,73,214.85
M,SM,22,74,226.52
M,SM,22,75,241.13
M,SM,22,76,257.32
M,SM,22,77,275.3
M,SM,22,78,294.79
M,SM,22,79,315.52
M,SM,22,80,336.99
M,SM,22,81,358.54
M,SM,22,82,379.81
M,SM,22,83,400.44
M,SM,22,84,420.09
M,SM,22,85,438.4
M,SM,22,86,455.01
M,SM,22,87,469.56
M,SM,22,88,481.7
M,SM,22,89,491.07
M,SM,22,90,497.31
M,SM,22,91,500
M,SM,22,92,500
M,SM,22,93,500
M,SM,22,94,500
M,SM,22,95,500
M,SM,22,96,500
M,SM,22,97,500
M,SM,22,98,500
M,SM,22,99,500
M,SM,23,1,0.48
M,SM,23,2,0.49
M,SM,23,3,0.51
M,SM,23,4,0.55
M,SM,23,5,0.58
M,SM,23,6,0.59
M,SM,23,7,0.61
M,SM,23,8,0.65
M,SM,23,9,0.7
M,SM,23,10,0.76
M,SM,23,11,0.84
M,SM,23,12,0.91
M,SM,23,13,1
M,SM,23,14,1.1
M,SM,23,15,1.28
M,SM,23,16,1.5
M,SM,23,17,1.69
M,SM,23,18,1.91
M,SM,23,19,2.15
M,SM,23,20,2.38
M,SM,23,21,2.57
M,SM,23,22,2.72
M,SM,23,23,2.89
M,SM,23,24,3.1
M,SM,23,25,3.33
M,SM,23,26,3.57
M,SM,23,27,3.83
M,SM,23,28,4.13
M,SM,23,29,4.47
M,SM,23,30,4.86
M,SM,23,31,5.28
M,SM,23,32,5.77
M,SM,23,33,6.32
M,SM,23,34,6.94
M,SM,23,35,7.65
M,SM,23,36,8.46
M,SM,23,37,9.39
M,SM,23,38,10.45
M,SM,23,39,11.66
M,SM,23,40,13.03
M,SM,23,41,14.53
M,SM,23,42,16.18
M,SM,23,43,17.98
M,SM,23,44,19.89
M,SM,23,45,21.9
M,SM,23,46,24.05
M,SM,23,47,26.41
M,SM,23,48,29.08
M,SM,23,49,32.11
M,SM,23,50,35.47
M,SM,23,51,39.08
M,SM,23,52,42.83
M,SM,23,53,46.6
M,SM,23,54,50.33
M,SM,23,55,54.04
M,SM,23,56,57.84
M,SM,23,57,61.88
M,SM,23,58,66.27
M,SM,23,59,70.94
M,SM,23,60,76.84
M,SM,23,61,84.42
M,SM,23,62,93.03
M,SM,23,63,102.79
M,SM,23,64,113.76
M,SM,23,65,125.86
M,SM,23,66,138.82
M,SM,23,67,152.25
M,SM,23,68,165.84
M,SM,23,69,179.17
M,SM,23,70,192.04
M,SM,23,71,204.12
M,SM,23,72,214.85
M,SM,23,73,226.52
M,SM,23,74,241.13
M,SM,23,75,257.32
M,SM,23,76,275.3
M,SM,23,77,294.79
M,SM,23,78,315.52
M,SM,23,79,336.99
M,SM,23,80,358.54
M,SM,23,81,379.81
M,SM,23,82,400.44
M,SM,23,83,420.09
M,SM,23,84,438.4
M,SM,23,85,455.01
M,SM,23,86,469.56
M,SM,23,87,481.7
M,SM,23,88,491.07
M,SM,23,89,497.31
M,SM,23,90,500
M,SM,23,91,500
M,SM,23,92,500
M,SM,23,93,500
M,SM,23,94,500
M,SM,23,95,500
M,SM,23,96,500
M,SM,23,97,500
M,SM,23,98,500
M,SM,24,1,0.44
M,SM,24,2,0.47
M,SM,24,3,0.49
M,SM,24,4,0.52
M,SM,24,5,0.55
M,SM,24,6,0.57
M,SM,24,7,0.61
M,SM,24,8,0.66
M,SM,24,9,0.73
M,SM,24,10,0.8
M,SM,24,11,0.88
M,SM,24,12,0.96
M,SM,24,13,1.06
M,SM,24,14,1.23
M,SM,24,15,1.46
M,SM,24,16,1.66
M,SM,24,17,1.88
M,SM,24,18,2.12
M,SM,24,19,2.35
M,SM,24,20,2.55
M,SM,24,21,2.71
M,SM,24,22,2.89
M,SM,24,23,3.09
M,SM,24,24,3.32
M,SM,24,25,3.56
M,SM,24,26,3.83
M,SM,24,27,4.13
M,SM,24,28,4.47
M,SM,24,29,4.86
M,SM,24,30,5.28
M,SM,24,31,5.77
M,SM,24,32,6.32
M,SM,24,33,6.94
M,SM,24,34,7.65
M,SM,24,35,8.46
M,SM,24,36,9.39
M,SM,24,37,10.45
M,SM,24,38,11.66
M,SM,24,39,13.03
M,SM,24,40,14.53
M,SM,24,41,16.18
M,SM,24,42,17.98
M,SM,24,43,19.89
M,SM,24,44,21.9
M,SM,24,45,24.05
M,SM,24,46,26.41
M,SM,24,47,29.08
M,SM,24,48,32.11
M,SM,24,49,35.47
M,SM,24,50,39.08
M,SM,24,51,42.83
M,SM,24,52,46.6
M,SM,24,53,50.33
M,SM,24,54,54.04
M,SM,24,55,57.84
M,SM,24,56,61.88
M,SM,24,57,66.27
M,SM,24,58,70.94
M,SM,24,59,76.84
M,SM,24,60,84.42
M,SM,24,61,93.03
M,SM,24,62,102.79
M,SM,24,63,113.76
M,SM,24,64,125.86
M,SM,24,65,138.82
M,SM,24,66,152.25
M,SM,24,67,165.84
M,SM,24,68,179.17
M,SM,24,69,192.04
M,SM,24,70,204.12
M,SM,24,71,214.85
M,SM,24,72,226.52
M,SM,24,73,241.13
M,SM,24,74,257.32
M,SM,24,75,275.3
M,SM,24,76,294.79
M,SM,24,77,315.52
M,SM,24,78,336.99
M,SM,24,79,358.54
M,SM,24,80,379.81
M,SM,24,81,400.44
M,SM,24,82,420.09
M,SM,24,83,438.4
M,SM,24,84,455.01
M,SM,24,85,469.56
M,SM,24,86,481.7
M,SM,24,87,491.07
M,SM,24,88,497.31
M,SM,24,89,500
M,SM,24,90,500
M,SM,24,91,500
M,SM,24,92,500
M,SM,24,93,500
M,SM,24,94,500
M,SM,24,95,500
M,SM,24,96,500
M,SM,24,97,500
M,SM,25,1,0.41
M,SM,25,2,0.45
M,SM,25,3,0.47
M,SM,25,4,0.5
M,SM,25,5,0.53
M,SM,25,6,0.57
M,SM,25,7,0.63
M,SM,25,8,0.69
M,SM,25,9,0.77
M,SM,25,10,0.85
M,SM,25,11,0.93
M,SM,25,12,1.02
M,SM,25,13,1.17
M,SM,25,14,1.41
M,SM,25,15,1.62
M,SM,25,16,1.85
M,SM,25,17,2.09
M,SM,25,18,2.32
M,SM,25,19,2.53
M,SM,25,20,2.7
M,SM,25,21,2.88
M,SM,25,22,3.09
M,SM,25,23,3.31
M,SM,25,24,3.56
M,SM,25,25,3.83
M,SM,25,26,4.13
M,SM,25,27,4.47
M,SM,25,28,4.86
M,SM,25,29,5.28
M,SM,25,30,5.77
M,SM,25,31,6.32
M,SM,25,32,6.94
M,SM,25,33,7.65
M,SM,25,34,8.46
M,SM,25,35,9.39
M,SM,25,36,10.45
M,SM,25,37,11.66
M,SM,25,38,13.03
M,SM,25,39,14.53
M,SM,25,40,16.18
M,SM,25,41,17.98
M,SM,25,42,19.89
M,SM,25,43,21.9
M,SM,25,44,24.05
